Site,abLat,habitat,rate,sstmean,temp,chlomean,ENSPIE,richness,cpua,logbio,catch_min,catch_max,catch_mean,pop,pop30,hemi,coast,logcatch,logpop,logpop30,logchl,logabun,MDS1,MDS2,bio.filt,cpua.filt,act.ratio,FRic,qual.FRic,FEve,FDis,RaoQ,FGR,act,feed,troph,watercol,body,length,log.mass.rda,log.cpua.rda
Wales,52.94046,Unvegetated,0.009435181,11.68279991,16.5,3.31239996,3.522107336,10.84732824,0.522620865,-0.21809813,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,-0.281813255,-0.619165862,0.479870389,0.366928884,0.294166667,0.388888889,0.075103783,0.126088172,0.8125,0.484476405,0.253765432,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,55.0561143,-0.434236117,-0.526999907
Wales,52.9425,Seagrass,0.360836792,11.68279991,16.5,3.31239996,2.395894282,9.68159204,1.002806799,0.152162596,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,0.00121727,-0.454209435,1.033748896,0.96280622,0.801666667,0.533333333,0.724268526,0.126088172,0.923076923,0.469057459,0.238566667,5,0,hunting macrofauna (predator),benthic invertivore,benthic,elongated,54.28012804,-0.016010275,-0.094383989
QLD1,16.75542,Seagrass,0.202973815,26.77975035,30.16666667,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,54.530033,Seagrass,0.003536727,10.67966652,NA,2.588166674,NA,NA,NA,NA,26.74397178,119.7613241,73.25264794,497.3264465,361.0251096,North,East,1.864823328,2.696641555,2.557537409,0.412992241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,54.5265,Unvegetated,0.007380296,10.67966652,NA,2.588166674,NA,NA,NA,NA,26.74397178,119.7613241,73.25264794,497.3264465,361.0251096,North,East,1.864823328,2.696641555,2.557537409,0.412992241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD4,27.49408,Seagrass,0.440033318,23.57525015,30.2,2.652999997,4.041877165,12.78518519,0.461255026,0.242593412,2.836124729,53.00187522,27.91899998,15.98499584,308.5086448,South,West,1.445899858,1.203712528,2.489267338,0.42373725,-0.336058888,0.662287648,0.489022206,1.810233816,0.455857143,0.692307692,0.609536957,0.126088172,0.708333333,0.527379503,0.294630178,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,41.31495577,0.257974518,-0.338322503
QLD4,27.494632,Unvegetated,0.126140021,23.57525015,30.52222222,2.652999997,1.421573671,4.575757576,0.118392857,-0.797117684,2.836124729,53.00187522,27.91899998,15.98499584,308.5086448,South,West,1.445899858,1.203712528,2.489267338,0.42373725,-0.926674499,0.257173051,-0.353817612,0.075199531,0.088214286,0.636363636,0.207693565,0.126088172,0.888888889,0.574564183,0.335413223,4,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,48.42607348,-1.118047703,-1.039937138
QLD4,27.494632,Unvegetated,0.126452169,23.57525015,30.52222222,2.652999997,1.421573671,4.575757576,0.118392857,-0.797117684,2.836124729,53.00187522,27.91899998,15.98499584,308.5086448,South,West,1.445899858,1.203712528,2.489267338,0.42373725,-0.926674499,0.257173051,-0.353817612,0.075199531,0.088214286,0.636363636,0.207693565,0.126088172,0.888888889,0.574564183,0.335413223,4,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,48.42607348,-1.118047703,-1.039937138
QLD4,27.494632,Unvegetated,0.520000784,23.57525015,30.52222222,2.652999997,1.421573671,4.575757576,0.118392857,-0.797117684,2.836124729,53.00187522,27.91899998,15.98499584,308.5086448,South,West,1.445899858,1.203712528,2.489267338,0.42373725,-0.926674499,0.257173051,-0.353817612,0.075199531,0.088214286,0.636363636,0.207693565,0.126088172,0.888888889,0.574564183,0.335413223,4,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,48.42607348,-1.118047703,-1.039937138
CA4,38.31775,Unvegetated,0.011590585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
