Country,siteName,contactEmail,sciName,totalCount,family,active.ambush,feedingTypeFishbase,feedingImpute,trophicGroupRLS,trophicImpute,waterColumnRLS,waterColumnImpute,eat.squid,eat.squidImpute,BodyShapeI,BodyShapeII,Forehead,TypeofMouth,PosofMouth,CShape,Attributes,TL,HL,BD,SnoutTipX,SnoutTipY,AspectRatio,EncIndex,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,SoftBottom,Sand,Mud,HardBottom,SeaGrassBeds,CoralReefs,Estuaries,Mangroves,Intertidal,Saltmarshes,Herbivory2,Climate,FoodI,FoodII
USA (WA),Redondo S-6,hultgrenk@seattleu.edu,Cymatogaster aggregata,230,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,584,152,206,NaN,NaN,1.25039,NaN,NaN,NaN,2.99,0.31,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;temperate,plants;zoobenthos,benth. crust.;mollusks;other plants;worms
USA (WA),Redondo S-6,hultgrenk@seattleu.edu,Cymatogaster aggregata,230,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,584,152,206,NaN,NaN,1.25039,NaN,NaN,NaN,2.99,0.31,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;temperate,plants;zoobenthos,benth. crust.;mollusks;other plants;worms
USA (WA2),False Bay,ojgraham@me.com,Cymatogaster aggregata,2881,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,584,152,206,NaN,NaN,1.25039,NaN,NaN,NaN,2.99,0.31,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;temperate,plants;zoobenthos,benth. crust.;mollusks;other plants;worms
Korea,Koje-Korea,"sormyo@pusan.ac.kr, klee@pusan.ac.kr",Ditrema temminckii,69,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,pelagic non-site attached,pelagic non-site attached,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (CA3),Elkhorn Slough,bbhughes@ucsc.edu,Embiotoca jacksoni,7,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),planktivore;benthic invertivore,planktivore;benthic invertivore,demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,NA,NA,574,119,111,NaN,NaN,2.41741,NaN,NaN,NaN,3.31,0.38,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,zoobenthos,benth. crust.;mollusks;other benth. invertebrates;worms
Canada (BC),Choked Pocket,zach.monteith@hakai.org,Embiotoca lateralis,2,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Pelagic site attached,pelagic site attached,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,598,145,211,NaN,NaN,1.4289,NaN,NaN,NaN,3.33,0.49,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;subtropical;temperate,plants;zoobenthos;zooplankton,benth. crust.;fish (early stages);mollusks;other plants;plank. crust.;worms
USA (CA3),Elkhorn Slough,bbhughes@ucsc.edu,Embiotoca lateralis,1,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,598,145,211,NaN,NaN,1.4289,NaN,NaN,NaN,3.33,0.49,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;subtropical;temperate,plants;zoobenthos;zooplankton,benth. crust.;fish (early stages);mollusks;other plants;plank. crust.;worms
USA (WA2),False Bay,ojgraham@me.com,Embiotoca lateralis,151,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,598,145,211,NaN,NaN,1.4289,NaN,NaN,NaN,3.33,0.49,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;subtropical;temperate,plants;zoobenthos;zooplankton,benth. crust.;fish (early stages);mollusks;other plants;plank. crust.;worms
USA (CA2),Windy Cove,jkoleary@calpoly.edu,Embiotoca sp.,7,Embiotocidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (CA2),Windy Cove,jkoleary@calpoly.edu,Embiotocidae sp.,1,Embiotocidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (CA2),Windy Cove,jkoleary@calpoly.edu,Embiotocidae spp.,14,Embiotocidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (CA3),Elkhorn Slough,bbhughes@ucsc.edu,Hypsurus caryi,4,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),planktivore;benthic invertivore,planktivore;benthic invertivore,pelagic site attached,pelagic site attached,1,1,NA,NA,NA,NA,NA,NA,NA,479,113,155,NaN,NaN,1.69268,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,,
USA (CA2),Windy Cove,jkoleary@calpoly.edu,Micrometrus minimus,29,Embiotocidae,active,variable,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,422,98,152,NaN,NaN,1.39951,NaN,NaN,NaN,2.78,0.26,0,0,0,0,-1,0,0,0,-1,0,plants/detritus+animals (troph. 2.2-2.79),subtropical;temperate,plants;zoobenthos,other benth. invertebrates;other plants
USA (CA2),Windy Cove,jkoleary@calpoly.edu,Phanerodon furcatus,1,Embiotocidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,602,107,185,62,264,2.12358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical;temperate,,
USA (OR),OIMB-Valino-SSNERR,agalow3@uoregon.edu,Phanerodon furcatus,24,Embiotocidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,602,107,185,62,264,2.12358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical;temperate,,
USA (CA3),Elkhorn Slough,bbhughes@ucsc.edu,Rhacochilus toxotes,1,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),planktivore;benthic invertivore,planktivore;benthic invertivore,pelagic site attached,pelagic site attached,1,1,NA,NA,NA,NA,NA,NA,NA,435,123,149,NaN,NaN,1.03748,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,,
USA (CA3),Elkhorn Slough,bbhughes@ucsc.edu,Rhacochilus vacca,9,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),planktivore;benthic invertivore,planktivore;benthic invertivore,demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,557,137,205,NaN,NaN,2.09593,NaN,NaN,NaN,3.38,0.53,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;subtropical;temperate,zoobenthos;zooplankton,benth. crust.;mollusks;plank. crust.
USA (OR),OIMB-Valino-SSNERR,agalow3@uoregon.edu,Rhacochilus vacca,6,Embiotocidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,short and / or deep,NA,NA,NA,NA,forked,more or less normal,557,137,205,NaN,NaN,2.09593,NaN,NaN,NaN,3.38,0.53,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;subtropical;temperate,zoobenthos;zooplankton,benth. crust.;mollusks;plank. crust.
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Anchoa delicatissima,147,Engraulidae,active,filtering plankton,filtering plankton,Planktivore,planktivore,Pelagic non-site attached,pelagic non-site attached,0,0,elongated,oval,more or less straight,more or less normal,sub-terminal/inferior,forked,more or less normal,577,108,99,27,210,1.93524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical;temperate,,
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Anchoa delicatissima,147,Engraulidae,active,filtering plankton,filtering plankton,Planktivore,planktivore,Pelagic non-site attached,pelagic non-site attached,0,0,elongated,oval,more or less straight,more or less normal,sub-terminal/inferior,forked,more or less normal,577,108,99,27,210,1.93524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical;temperate,,
USA (TX),Aransas Pass,mdiskin@islander.tamucc.edu,Anchoa mitchilli,503,Engraulidae,active,filtering plankton,filtering plankton,Planktivore,planktivore,Pelagic non-site attached,pelagic non-site attached,0,0,elongated,oval,clearly convex,more or less normal,sub-terminal/inferior,forked,more or less normal,613,128,114,13,134,3.39229,NaN,NaN,NaN,3.46,0.5,-1,0,0,0,-1,0,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;other plank. invertebrates;plank. crust.
USA (TX),Aransas Pass,mdiskin@islander.tamucc.edu,Anchoa mitchilli,503,Engraulidae,active,filtering plankton,filtering plankton,Planktivore,planktivore,Pelagic non-site attached,pelagic non-site attached,0,0,elongated,oval,clearly convex,more or less normal,sub-terminal/inferior,forked,more or less normal,613,128,114,13,134,3.39229,NaN,NaN,NaN,3.46,0.5,-1,0,0,0,-1,0,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;other plank. invertebrates;plank. crust.
Chile,Puerto Aldea (Chile),thiel@ucn.cl,Engraulis ringens,3,Engraulidae,active,filtering plankton,filtering plankton,planktivore,planktivore,pelagic non-site attached,pelagic non-site attached,0,0,elongated,oval,more or less straight,more or less normal,sub-terminal/inferior,forked,more or less normal,557,134,93,44,148,1.97543,NaN,NaN,NaN,2.859999895,0.3774,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),temperate,plants;zoobenthos;zooplankton,benth. crust.;fish (early stages);mollusks;other plank. invertebrates;phytoplankton;plank. crust.;sponges/tunicates;worms
USA (OR),OIMB-Valino-SSNERR,agalow3@uoregon.edu,Pugettia producta,1,Epialtidae,active,NA,browsing on substrate,NA,scraping herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N1,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N1,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N1,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N2,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N2,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo N2,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo S-6,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo S-6,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA (WA),Redondo S-6,hultgrenk@seattleu.edu,Pugettia producta,1,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Puerto Aldea (Chile),thiel@ucn.cl,Taliepus dentatus,41,Epialtidae,active,grazing on aquatic plants,grazing on aquatic plants,omnivore,omnivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Fistularia commersonii,1,Fistulariidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),Higher carnivore,higher carnivore,Demersal,demersal,0,0,elongated,flattened,more or less straight,tube-like,terminal,forked,with medial filament,587,175,16,19,82,1.75645,39.5,4.26,0.66,4.28,0.78,-1,-1,0,-1,-1,-1,0,0,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos;zooplankton,benth. crust.;finfish;plank. crust.
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Fistularia commersonii,1,Fistulariidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),Higher carnivore,higher carnivore,Demersal,demersal,0,0,elongated,flattened,more or less straight,tube-like,terminal,forked,with medial filament,587,175,16,19,82,1.75645,39.5,4.26,0.66,4.28,0.78,-1,-1,0,-1,-1,-1,0,0,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos;zooplankton,benth. crust.;finfish;plank. crust.
USA (TX),Oso Bay,mdiskin@islander.tamucc.edu,Fundulus grandis,14,Fundulidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,elongated,NA,NA,NA,NA,NA,NA,430,108,99,103,158,1.26754,NaN,NaN,NaN,3.42,0.52,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;tropical,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;finfish;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;others;worms
USA (NC),NC,sziegler@live.unc.edu,Fundulus heteroclitus,3,Fundulidae,active,variable,variable,omnivore,omnivore,demersal,demersal,1,1,fusiform / normal,NA,NA,NA,NA,NA,NA,590,152,123,NaN,NaN,0.897476,NaN,NaN,NaN,3.59,0.48,0,0,0,0,0,0,0,0,-1,-1,mainly animals (troph. 2.8 and up),temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;fish (early stages);insects;mollusks;other benth. invertebrates;worms
USA (TX),Oso Bay,mdiskin@islander.tamucc.edu,Fundulus heteroclitus,8,Fundulidae,active,variable,variable,NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,NA,NA,590,152,123,NaN,NaN,0.897476,NaN,NaN,NaN,3.59,0.48,0,0,0,0,0,0,0,0,-1,-1,mainly animals (troph. 2.8 and up),temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;fish (early stages);insects;mollusks;other benth. invertebrates;worms
USA (VA2),NA,pg@vims.edu,Fundulus majalis,51,Fundulidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,demersal,demersal,1,1,elongated,NA,NA,NA,NA,NA,NA,502,144,101,NaN,NaN,0.806902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical;temperate,,
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Fundulus parvipinnis,82,Fundulidae,active,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,elongated,NA,NA,NA,NA,more or less truncate,NA,561,133,132,40,147,1.23684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,temperate,,
USA (TX),Oso Bay,mdiskin@islander.tamucc.edu,Fundulus similis,15,Fundulidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,elongated,NA,NA,NA,NA,NA,NA,503,130,103,NaN,NaN,0.902809,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,mainly animals (troph. 2.8 and up),subtropical,,
USA (VA2),NA,pg@vims.edu,Lucania parva,2,Fundulidae,active,selective plankton feeding,selective plankton feeding,planktivore,planktivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,NA,NA,465,111,114,90,136,1.56345,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,-1,0,-1,mainly animals (troph. 2.8 and up),subtropical;temperate;tropical,zoobenthos;zooplankton,insects;plank. crust.
Norway,NN_Juvika,katrin.sieben@gmail.com,Gadus morhua,1,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic invertivore;higher carnivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,oval,more or less straight,more or less normal,terminal,more or less truncate,more or less normal,576,141,120,33,122,1.29725,NaN,4.09,0.179,4.29,1,-1,0,0,-1,-1,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;birds;cephalopods;cnidarians;echinoderms;finfish;fish (early stages);insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other plank. invertebrates;other plank. Invertebrates;other plants;other terrest. invertebrates;others;phytoplankton;plank. crust.;sponges/tunicates;worms
Norway,NN_Juvika,katrin.sieben@gmail.com,Gadus morhua,1,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic invertivore;higher carnivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,oval,more or less straight,more or less normal,terminal,more or less truncate,more or less normal,576,141,120,33,122,1.29725,NaN,4.09,0.179,4.29,1,-1,0,0,-1,-1,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;birds;cephalopods;cnidarians;echinoderms;finfish;fish (early stages);insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other plank. invertebrates;other plank. Invertebrates;other plants;other terrest. invertebrates;others;phytoplankton;plank. crust.;sponges/tunicates;worms
USA (MA),Dorothy Cove,rhughes@northeastern.edu,Gadus morhua,1,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),Higher carnivore,higher carnivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,oval,more or less straight,more or less normal,terminal,more or less truncate,more or less normal,576,141,120,33,122,1.29725,NaN,4.09,0.179,4.29,1,-1,0,0,-1,-1,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;birds;cephalopods;cnidarians;echinoderms;finfish;fish (early stages);insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other plank. invertebrates;other plank. Invertebrates;other plants;other terrest. invertebrates;others;phytoplankton;plank. crust.;sponges/tunicates;worms
Wales,"Porthdinllaen, UK",maxrobinson@hotmail.com,Merlangius merlangus,1,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,circular,more or less straight,more or less normal,terminal,more or less truncate,more or less normal,576,135.5,122,47,95,0.972208,NaN,4.36,0.184,3.57,0.74,-1,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;echinoderms;finfish;herps;insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other benth. Invertebrates;other plank. invertebrates;other plank. Invertebrates;other plants;other terrest. invertebrates;others;phytoplankton;plank. crust.;sponges/tunicates;worms
Wales,"Porthdinllaen, UK",maxrobinson@hotmail.com,Pollachius pollachius,4,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,circular,more or less straight,more or less normal,superior,forked,more or less normal,586,151,125,31,188,1.33871,NaN,4.32,0.26,3.91,0.71,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;zoobenthos;zooplankton,benth. crust.;cephalopods;finfish;fish (early stages);jellyfish/hydroids;mollusks;other plank. invertebrates;others;plank. crust.;worms
Wales,"Porthdinllaen, UK",maxrobinson@hotmail.com,Pollachius pollachius,4,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,circular,more or less straight,more or less normal,superior,forked,more or less normal,586,151,125,31,188,1.33871,NaN,4.32,0.26,3.91,0.71,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),temperate,nekton;others;zoobenthos;zooplankton,benth. crust.;cephalopods;finfish;fish (early stages);jellyfish/hydroids;mollusks;other plank. invertebrates;others;plank. crust.;worms
Norway,NN_Juvika,katrin.sieben@gmail.com,Pollachius virens,77,Gadidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),Planktivore;higher carnivore,planktivore;higher carnivore,Benthopelagic,benthopelagic,1,1,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,589,129.5,119.5,21,97,1.849075,NaN,4.31,0.351,3.61,0.72,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),polar;temperate,nekton;others;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;echinoderms;finfish;fish (early stages);jellyfish/hydroids;mollusks;other plank. invertebrates;other plank. Invertebrates;other terrest. invertebrates;others;phytoplankton;plank. crust.;sponges/tunicates;worms
